amount_financed,days_till_payment,max_client_financed_amount,client_size,debtor_size,debtor_type,client_transactions,debtor_transactions,average_client_spread,debtor_tenure,client_recency,fee_percentage
165142,33,33519910,Small,Large,private,25,24,0.95712381,489.0,7.0,1.6125
216104,35,36841210,No Information,Large,private,29,15,1.154137931,455.0,13.0,2.1325
216104,35,36841210,No Information,No Information,private,30,12,1.118,341.0,13.0,2.1325
216104,35,36841210,No Information,No Information,private,31,13,1.084193548,341.0,13.0,2.1325
216104,35,36841210,No Information,No Information,private,32,14,1.0525,341.0,13.0,2.1325
42840,30,5838371,Small,No Information,private,15,28,2.526666667,475.0,20.0,4.0225
42840,30,5838371,Small,No Information,private,16,29,2.49125,475.0,20.0,4.0225
128868,33,35150723,Medium,Large,private,27,27,1.589153439,491.0,7.0,2.6125
561296,47,32550828,Small,Large,private,58,59,0.790065681,489.0,54.0,1.7125
561296,47,32550828,Small,Large,private,59,60,0.770742534,489.0,54.0,1.7125
561296,47,32550828,Small,Large,private,60,61,0.752063492,489.0,54.0,1.7125
561296,47,32550828,Small,Large,private,61,62,0.733996877,489.0,54.0,1.7125
561296,47,32550828,Small,Large,private,62,63,0.716513057,489.0,54.0,1.7125
561296,47,32550828,Small,Large,private,63,64,0.699584278,489.0,54.0,1.7125
561296,47,32550828,Small,Large,private,64,65,0.683184524,489.0,54.0,1.7125
561296,47,32550828,Small,Large,private,65,66,0.667289377,489.0,54.0,1.7125
